1.100000	4.671651
1.108900	4.136278
1.117800	3.670600
1.126700	3.259876
1.135600	2.893264
1.144500	2.562614
1.153400	2.261698
1.162300	1.985677
1.171200	1.730742
1.180100	1.493863
1.189000	1.272605
1.197900	1.064996
1.206800	0.869427
1.215700	0.684575
1.224600	0.509355
1.233500	0.342867
1.242400	0.184366
1.251300	0.033234
1.260200	-0.111039
1.269100	-0.248877
1.278000	-0.380628
1.286900	-0.506578
1.295800	-0.626958
1.304700	-0.741954
1.313600	-0.851715
1.322500	-0.956354
1.331400	-1.055957
1.340300	-1.150586
1.349200	-1.240282
1.358100	-1.325068
1.367000	-1.404952
1.375900	-1.479930
1.384800	-1.549989
1.393700	-1.615106
1.402600	-1.675254
1.411500	-1.730399
1.420400	-1.780505
1.429300	-1.825535
1.438200	-1.865451
1.447100	-1.900215
1.456000	-1.929792
1.464900	-1.954152
1.473800	-1.973265
1.482700	-1.987111
1.491600	-1.995673
1.500500	-1.998943
1.509400	-1.996918
1.518300	-1.989608
1.527200	-1.977030
1.536100	-1.959212
1.545000	-1.936192
1.553900	-1.908020
1.562800	-1.874760
1.571700	-1.836485
1.580600	-1.793286
1.589500	-1.745262
1.598400	-1.692532
1.607300	-1.635224
1.616200	-1.573483
1.625100	-1.507470
1.634000	-1.437357
1.642900	-1.363335
1.651800	-1.285607
1.660700	-1.204392
1.669600	-1.119923
1.678500	-1.032448
1.687400	-0.942228
1.696300	-0.849538
1.705200	-0.754667
1.714100	-0.657914
1.723000	-0.559593
1.731900	-0.460025
1.740800	-0.359545
1.749700	-0.258496
1.758600	-0.157227
1.767500	-0.056096
1.776400	0.044532
1.785300	0.144289
1.794200	0.242805
1.803100	0.339705
1.812000	0.434615
1.820900	0.527164
1.829800	0.616981
1.838700	0.703700
1.847600	0.786964
1.856500	0.866419
1.865400	0.941725
1.874300	1.012551
1.883200	1.078580
1.892100	1.139510
1.901000	1.195056
1.909900	1.244951
1.918800	1.288949
1.927700	1.326827
1.936600	1.358384
1.945500	1.383445
1.954400	1.401863
1.963300	1.413518
1.972200	1.418322
1.981100	1.416214
1.990000	1.407169
1.998900	1.391194
2.007800	1.368329
2.016700	1.338649
2.025600	1.302265
2.034500	1.259322
2.043400	1.210003
2.052300	1.154523
2.061200	1.093136
2.070100	1.026129
2.079000	0.953823
2.087900	0.876572
2.096800	0.794763
2.105700	0.708813
2.114600	0.619168
2.123500	0.526303
2.132400	0.430715
2.141300	0.332926
2.150200	0.233478
2.159100	0.132930
2.168000	0.031857
2.176900	-0.069156
2.185800	-0.169515
2.194700	-0.268619
2.203600	-0.365870
2.212500	-0.460669
2.221400	-0.552425
2.230300	-0.640556
2.239200	-0.724495
2.248100	-0.803692
2.257000	-0.877619
2.265900	-0.945777
2.274800	-1.007692
2.283700	-1.062928
2.292600	-1.111083
2.301500	-1.151800
2.310400	-1.184762
2.319300	-1.209702
2.328200	-1.226403
2.337100	-1.234702
2.346000	-1.234489
2.354900	-1.225714
2.363800	-1.208384
2.372700	-1.182567
2.381600	-1.148393
2.390500	-1.106054
2.399400	-1.055800
2.408300	-0.997946
2.417200	-0.932865
2.426100	-0.860988
2.435000	-0.782804
2.443900	-0.698856
2.452800	-0.609736
2.461700	-0.516085
2.470600	-0.418587
2.479500	-0.317966
2.488400	-0.214979
2.497300	-0.110412
2.506200	-0.005074
2.515100	0.100207
2.524000	0.204594
2.532900	0.307245
2.541800	0.407322
2.550700	0.503996
2.559600	0.596453
